gold_id,conversation_id,length_bucket,conversation_length,conversation_context,first_customer_message,latest_customer_message,proposed_intent,intent_confidence,proposed_escalate,proposed_escalation_reason,human_intent,human_escalate,human_escalation_reason,review_status,review_notes
178,apple_1773360_18160,short,2,"AppleSupport: @532977 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport Just fix it don’t give me a time wasting solution. You fucked it up and we pay for your toys. Fix it and don’t waste my time. I’m the customer! How selfish is @115858 not to fix the problem instead telling me to do more work for their error?",@AppleSupport Just fix it don’t give me a time wasting solution. You fucked it up and we pay for your toys. Fix it and don’t waste my time. I’m the customer! How selfish is @115858 not to fix the problem instead telling me to do more work for their error?,@AppleSupport Just fix it don’t give me a time wasting solution. You fucked it up and we pay for your toys. Fix it and don’t waste my time. I’m the customer! How selfish is @115858 not to fix the problem instead telling me to do more work for their error?,Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
179,apple_1704600_17067,short,2,"AppleSupport: @516681 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport So in order to fix this we have to take 3 steps to get the letter eye? Bye. [LINK]",@AppleSupport So in order to fix this we have to take 3 steps to get the letter eye? Bye. [LINK],@AppleSupport So in order to fix this we have to take 3 steps to get the letter eye? Bye. [LINK],Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
180,apple_781849_7547,short,2,"AppleSupport: @306652 Let's get you connected to our Final Cut Pro team. Please use this link to get in contact with them: [LINK]
Customer: @AppleSupport Why? You only offer the option for me to call you and from what I can tell, all you'll tell me is I should film in the old codecs.","@AppleSupport Why? You only offer the option for me to call you and from what I can tell, all you'll tell me is I should film in the old codecs.","@AppleSupport Why? You only offer the option for me to call you and from what I can tell, all you'll tell me is I should film in the old codecs.",Messages / Calling,MEDIUM,NO,Standard support issue,Messages / Calling,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
181,apple_94790_936,long,5,"AppleSupport: @136594 Let's find out. When did you start to see this? Are you getting the same message on cellular only and multiple Wi-Fi networks?
Customer: @AppleSupport A few hours ago...I’m on WiFi at a restaurant cellular connections not good enough
AppleSupport: @136594 Are you able to access other Internet-based content while connected to the restaurant Wi-Fi?
Customer: @AppleSupport It’s working now I guess it was the network I was on... thanks anyway tho
AppleSupport: @136594 We're glad to hear it's working now. Let us know if you have any other questions or concerns. We'll help as best we can.",@AppleSupport A few hours ago...I’m on WiFi at a restaurant cellular connections not good enough,@AppleSupport It’s working now I guess it was the network I was on... thanks anyway tho,Connectivity,HIGH,NO,Standard support issue,Connectivity,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
182,apple_1201131_11797,medium,3,"AppleSupport: @402231 Thanks for the great question. Audio books are not included as part of Apple Music. They can be purchased in the iBooks store.
Customer: @AppleSupport Thank You. Hoping it was. I’m sure you’re looking at it
AppleSupport: @402231 You're welcome. Please feel free to reach back out to us if you need assistance in the future.",@AppleSupport Thank You. Hoping it was. I’m sure you’re looking at it,@AppleSupport Thank You. Hoping it was. I’m sure you’re looking at it,Other / General,LOW,YES,Transaction or billing issue,Music / Media,NO,,REVIEWED,Intent corrected from 'Other / General' to 'Music / Media'; escalation flag changed from YES to NO.
183,apple_255555_2396,medium,3,"AppleSupport: @176775 We want to look into this for you. Tell us exactly what's happening with your iPhone. Which iPhone and exact iOS are you using?
Customer: @AppleSupport 11.0.2 i have a iPhone 7+ (red) it’s just trash always force closing , turns off , freezing for like two mins y’all boys need to tighten up
AppleSupport: @176775 Let's go ahead and meet in DM and we can work towards a solution. [LINK]","@AppleSupport 11.0.2 i have a iPhone 7+ (red) it’s just trash always force closing , turns off , freezing for like two mins y’all boys need to tighten up","@AppleSupport 11.0.2 i have a iPhone 7+ (red) it’s just trash always force closing , turns off , freezing for like two mins y’all boys need to tighten up",iOS / Software,MEDIUM,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
184,apple_2358807_23608,medium,3,"AppleSupport: @681257 We want to partner up with you. What's going on with your Compass App?
Customer: @AppleSupport Its stuck here. Not working at all [LINK]
AppleSupport: @681257 Thanks for the screenshot. Please let us know what it says when you go to Settings &gt; Privacy &gt; Location Services &gt; Compass Click here to DM us: [LINK]",@AppleSupport Its stuck here. Not working at all [LINK],@AppleSupport Its stuck here. Not working at all [LINK],Other / General,LOW,YES,Issue remains unresolved after troubleshooting,App Issue,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent corrected from 'Other / General' to 'App Issue'; escalation flag confirmed.
185,apple_1300739_12634,medium,3,"AppleSupport: @424006 We're here to help. What exactly is happening when you attempt to use Touch ID? Are you receiving any error messages?
Customer: @AppleSupport Every time I try to use the finger print to unlock my phone it does not work. It’s no big deal, just upsetting that it will not work.
AppleSupport: @424006 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. [LINK]","@AppleSupport Every time I try to use the finger print to unlock my phone it does not work. It’s no big deal, just upsetting that it will not work.","@AppleSupport Every time I try to use the finger print to unlock my phone it does not work. It’s no big deal, just upsetting that it will not work.",Settings / Features,MEDIUM,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent corrected from 'Settings / Features' to 'Other / General'; escalation flag confirmed.
186,apple_2149179_21272,short,2,"AppleSupport: @631651 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport THANK U",@AppleSupport THANK U,@AppleSupport THANK U,Other / General,LOW,YES,Insufficient actionable context,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag changed from YES to NO.
187,apple_23078_260,short,2,"AppleSupport: @121027 This is not an expected nor does it sound normal. We can understand your view on this and would like to take a closer look. Can you let us know where this heat seems originate on the Mac? Send us a DM. [LINK]
Customer: @AppleSupport Thank you for the prompt reply. I appreciate it, and have DM'd.","@AppleSupport Thank you for the prompt reply. I appreciate it, and have DM'd.","@AppleSupport Thank you for the prompt reply. I appreciate it, and have DM'd.",Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
188,apple_2412491_24132,long,5,"AppleSupport: @247193 We'd love to take a look! To begin, can you tell us more about the behavior you're experiencing with your battery?
Customer: @AppleSupport Not just happening to me but my coworker and I noticed the battery draining a lot quicker since the update. I woke up this morning with my battery at 100%. Checked emails for about 5 minutes, then put phone down. Checked it an hour later and it was at 75%...
AppleSupport: @247193 It's important to us that you have a reliable charge to get through the day. To start, when you go to Settings &gt; Battery, do you see any background app activity? If so, check out these tips which can help: [LINK]
Customer: @AppleSupport I’ll use those tips but my point is I’m not doing anything differently than I was before and my battery life just isn’t as good. Only change I’ve made is the IOS update... Same problem is happening with friends that have updated as well. Logical reasoning points to update, yes?
AppleSupport: @247193 Let us know via DM if those tips help. If not, we'll take a deeper look, don't worry. [LINK]","@AppleSupport Not just happening to me but my coworker and I noticed the battery draining a lot quicker since the update. I woke up this morning with my battery at 100%. Checked emails for about 5 minutes, then put phone down. Checked it an hour later and it was at 75%...","@AppleSupport I’ll use those tips but my point is I’m not doing anything differently than I was before and my battery life just isn’t as good. Only change I’ve made is the IOS update... Same problem is happening with friends that have updated as well. Logical reasoning points to update, yes?",Battery / Charging,HIGH,YES,Issue remains unresolved after troubleshooting,Battery / Charging,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent confirmed; escalation flag confirmed.
189,apple_1700843_16974,medium,4,"AppleSupport: @515740 Thanks for reaching out to us. Where do you see this question mark? Does it show it when the phone starts up?
Customer: @AppleSupport The question mark replaces some of the letters or words or emojis in tweets and Facebook.
AppleSupport: @515740 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport @425231 I had the same issue. They helped me out",@AppleSupport The question mark replaces some of the letters or words or emojis in tweets and Facebook.,@AppleSupport @425231 I had the same issue. They helped me out,App Issue,MEDIUM,NO,Standard support issue,Other / General,YES,Issue remains unresolved after troubleshooting,REVIEWED,Intent corrected from 'App Issue' to 'Other / General'; escalation flag changed from NO to YES.
190,apple_811789_7850,short,2,"AppleSupport: @313422 We'd be happy to help out with this issue. If you enable the remote and then disable once more, does this help?
Customer: @AppleSupport No. Just paired and then disabled but still able to control iTunes from remote.",@AppleSupport No. Just paired and then disabled but still able to control iTunes from remote.,@AppleSupport No. Just paired and then disabled but still able to control iTunes from remote.,Music / Media,MEDIUM,NO,Standard support issue,Music / Media,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
191,apple_892816_8778,long,7,"AppleSupport: @331998 Let's help to take a look at this. Which version of iOS is currently installed? Also, which device is this happening on?
Customer: @AppleSupport i have an IPhone 6S ans ios 11.0.3
AppleSupport: @331998 Thanks for that info. Check out this article to ensure your notifications are set up correctly: [LINK]
Customer: @AppleSupport i have everything turned on and i receive some messages but not all of them.
AppleSupport: @331998 Thanks! Go ahead &amp; try out the steps in this article to see if that issue will resolve: [LINK]
Customer: @AppleSupport thank you!
AppleSupport: @331998 Of course! Let us know how that goes.",@AppleSupport i have an IPhone 6S ans ios 11.0.3,@AppleSupport thank you!,iOS / Software,HIGH,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
192,apple_2572064_25609,medium,3,"AppleSupport: @322608 We'd love to help! Did you receive an email previously, letting you know your pre-order was available to download? If so, did you follow those steps to download the complete pre-order? Here's a guide on that: [LINK]
Customer: @AppleSupport my preorder got cancelled and then i had to buy the album and then later on i got the email about the preorder being ready to download. i did all the preorder steps before it got cancelled but i got it figured it out now!
AppleSupport: @322608 We are glad to hear all is figured out and working as expected now. We hope you enjoy that new album. Reach out if you need us again in the future.",@AppleSupport my preorder got cancelled and then i had to buy the album and then later on i got the email about the preorder being ready to download. i did all the preorder steps before it got cancelled but i got it figured it out now!,@AppleSupport my preorder got cancelled and then i had to buy the album and then later on i got the email about the preorder being ready to download. i did all the preorder steps before it got cancelled but i got it figured it out now!,Music / Media,MEDIUM,NO,Standard support issue,App Issue,NO,,REVIEWED,Intent corrected from 'Music / Media' to 'App Issue'; escalation flag confirmed.
193,apple_505193_4843,medium,3,"AppleSupport: @235827 We'd like to help with the performance on your iPhone 8. Could you tell us what is happening?
Customer: @AppleSupport iPhone 6+. Every app takes ages to open. I have done all the things suggested in forums including a factory re-set. No improvement whatsoever. The degradation in performance occurred immediately following the last upgrade.
AppleSupport: @235827 Let's look into this a bit closer. Join us in DM using this link: [LINK]",@AppleSupport iPhone 6+. Every app takes ages to open. I have done all the things suggested in forums including a factory re-set. No improvement whatsoever. The degradation in performance occurred immediately following the last upgrade.,@AppleSupport iPhone 6+. Every app takes ages to open. I have done all the things suggested in forums including a factory re-set. No improvement whatsoever. The degradation in performance occurred immediately following the last upgrade.,App Issue,MEDIUM,NO,Standard support issue,App Issue,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
194,apple_414031_4166,short,2,"AppleSupport: @213799 We can help you with your MacBook. DM us by clicking this link: [LINK]
Customer: @AppleSupport Y’all gone reply or nah",@AppleSupport Y’all gone reply or nah,@AppleSupport Y’all gone reply or nah,Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
195,apple_1964010_19605,long,5,"AppleSupport: @176635 This email is missing some information that would be in an email from us. You can view more info here: [LINK]
Customer: @AppleSupport I changed my email password . Is there anything else I can do ?
AppleSupport: @176635 We know your account is important and we want to help you ensure everything is as secure as possible. DM us and we'll go from there. [LINK]
Customer: @AppleSupport @176635 is there any official site to buy #Iphone through online site?
AppleSupport: @508332 We want to help. Please tell us more about what you're trying to do via DM. [LINK]",@AppleSupport I changed my email password . Is there anything else I can do ?,@AppleSupport @176635 is there any official site to buy #Iphone through online site?,Apple ID / Account,MEDIUM,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent corrected from 'Apple ID / Account' to 'Other / General'; escalation flag confirmed.
196,apple_2403563_23968,short,2,"AppleSupport: @691415 We'd like to see how we can help. Describe for us what you're experiencing with your Mac in DM, and we'll get started: [LINK]
Customer: @AppleSupport Pop up informed me about installing High Sierra. Didn’t tell me that software would not be compatible. Unacceptable. If you can tell software like pages and numbers isn’t the latest and send pop ups for that, you can earn customers not to update if they have older software.","@AppleSupport Pop up informed me about installing High Sierra. Didn’t tell me that software would not be compatible. Unacceptable. If you can tell software like pages and numbers isn’t the latest and send pop ups for that, you can earn customers not to update if they have older software.","@AppleSupport Pop up informed me about installing High Sierra. Didn’t tell me that software would not be compatible. Unacceptable. If you can tell software like pages and numbers isn’t the latest and send pop ups for that, you can earn customers not to update if they have older software.",iOS / Software,MEDIUM,NO,Standard support issue,iOS / Software,YES,Customer expressing significant frustration,REVIEWED,Intent confirmed; escalation flag changed from NO to YES.
197,apple_1412794_13748,long,5,"AppleSupport: @443312 Let's team up and take a look together. Which iPhone and Apple Watch models do you have? What's the exact OS on each?
Customer: @AppleSupport *The iPhone 6s mentioned is actually a 6s Plus
AppleSupport: @443312 Let's get his Apple Watch updated to watchOS 4.0.1 using these steps: [LINK] Please keep us posted afterwards.
Customer: @AppleSupport Looking at this Watch, it’s actually already on watchOS 4.0.1. As is mine.
AppleSupport: @443312 Let's try the steps under the section 'If Siri doesn't respond or asks you to try again' here: [LINK] DM us: [LINK]",@AppleSupport *The iPhone 6s mentioned is actually a 6s Plus,"@AppleSupport Looking at this Watch, it’s actually already on watchOS 4.0.1. As is mine.",Other / General,LOW,NO,Standard support issue,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
198,apple_1674050_16587,short,2,"AppleSupport: @509369 Here’s what you can do to work around the issue until it’s fixed in a future software update: [LINK]
Customer: @AppleSupport Thank you, Apple! I appreciate it","@AppleSupport Thank you, Apple! I appreciate it","@AppleSupport Thank you, Apple! I appreciate it",Other / General,LOW,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent corrected from 'Other / General' to 'iOS / Software'; escalation flag confirmed.
199,apple_1406214_13631,medium,3,"AppleSupport: @446862 We're here for you. Which version of the iOS are you running? You can check by tapping Settings &gt; General &gt; About.
Customer: @AppleSupport I’m using the latest version 11.1. It was doing this prior to the update i did today though
AppleSupport: @446862 Alright. We'd like to look into this with you further. DM us using the link below and we'll go from there. [LINK]",@AppleSupport I’m using the latest version 11.1. It was doing this prior to the update i did today though,@AppleSupport I’m using the latest version 11.1. It was doing this prior to the update i did today though,iOS / Software,MEDIUM,NO,Standard support issue,iOS / Software,NO,,REVIEWED,Intent confirmed; escalation flag confirmed.
200,apple_159558_1398,short,2,"AppleSupport: @152733 Thank you for reaching out to us today. We want to help you with your new iPhone. Please send us a DM. [LINK]
Customer: @AppleSupport I already have",@AppleSupport I already have,@AppleSupport I already have,Other / General,LOW,YES,Insufficient actionable context,Other / General,NO,,REVIEWED,Intent confirmed; escalation flag changed from YES to NO.
